parcel_id,property_geocode_status,property_latitude,property_longitude,development_geocode_status,development_latitude,development_longitude,estimated_distance_miles,geocode_confidence,distance_verified_match,corrected_development_match_strength,geocode_notes
41650-03-35-13120,Success,36.172161629777,-95.899200308603,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6923 E MARSHALL PL, TULSA, OK, 74115; Base match was already No Clear Match"
42675-93-02-14170,Success,36.159839868501,-95.894013813156,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7447 E 1ST ST, TULSA, OK, 74112; Base match was already No Clear Match"
11225-02-24-03490,Success,36.193387667387,-95.985657131374,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 643 MOHAWK BLVD, TULSA, OK, 74106; Base match was already No Clear Match"
34600-93-25-02050,Success,36.040290409938,-95.922570837855,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4732 E 85TH ST, TULSA, OK, 74137; Base match was already No Clear Match"
22100-92-28-02330,Success,36.104542398201,-96.038555038262,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4109 W 41ST ST S, TULSA, OK, 74107; Base match was already No Clear Match"
12060-94-08-20510,Success,36.144027014644,-95.841002165133,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 12217 E 13TH PL, TULSA, OK, 74128; Base match was already No Clear Match"
16250-92-05-01100,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
41025-02-01-01230,Success,36.235319486087,-95.989125335683,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5607 N FRANKFORT AVE, TULSA, OK, 74126; Base match was already No Clear Match"
44200-02-11-05670,Success,36.221900069581,-95.999245301711,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 313 W 47TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
05450-02-25-27030,Success,36.18866630299,-95.986495790495,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 610 E YOUNG PL, TULSA, OK, 74106; Base match was already No Clear Match"
40825-02-13-08350,Success,36.21735593923,-95.986720729328,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4355 N GARRISON AVE, TULSA, OK, 74106; Base match was already No Clear Match"
44200-02-11-03560,Success,36.221727364558,-95.995168400481,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4690 N BOSTON AVE, TULSA, OK, 74126; Base match was already No Clear Match"
41025-02-01-04490,Success,36.239657885343,-95.986759794772,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 543 E 59TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
44200-02-11-01470,Success,36.224254630096,-95.994941080004,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 113 E 49TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
29775-02-26-05550,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
37375-03-32-16320,Success,36.172588826579,-95.953735179943,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2601 E MARSHALL ST, TULSA, OK, 74110; Base match was already No Clear Match"
52550-92-33-05285,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
17675-02-24-08030,Success,36.199723199766,-95.984106902244,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3130 N HARTFORD PL, TULSA, OK, 74106; Base match was already No Clear Match"
25375-03-29-05240,Success,36.187139882456,-95.942062427989,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3215 E XYLER ST, TULSA, OK, 74110; Base match was already No Clear Match"
18650-93-06-12970,Success,36.155981128307,-95.961093216375,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 348 S ZUNIS AVE, TULSA, OK, 74104; Base match was already No Clear Match"
28475-03-33-14410,Success,36.171900287179,-95.924687275025,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1211 N VANDALIA AVE, TULSA, OK, 74115; Base match was already No Clear Match"
90330-03-30-22140,Success,36.190275684943,-95.963088455199,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2049 E ZION ST, TULSA, OK, 74110; Base match was already No Clear Match"
44200-02-11-03600,Success,36.221519010965,-95.995167085134,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4672 N BOSTON AVE, TULSA, OK, 74126; Base match was already No Clear Match"
19725-03-30-11590,Success,36.188996840136,-95.966632245685,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1729 E YOUNG PL, TULSA, OK, 74110; Base match was already No Clear Match"
27550-93-08-18710,Success,36.145251631746,-95.954813079672,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1239 S ATLANTA PL, TULSA, OK, 74104; Base match was already No Clear Match"
07600-02-24-00740,Success,36.203004616898,-95.980520461055,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3353 N LANSING PL, TULSA, OK, 74106; Base match was already No Clear Match"
13200-02-26-00860,Success,36.177277450372,-95.996950271785,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1516 N MAIN ST, TULSA, OK, 74106; Base match was already No Clear Match"
25525-03-29-06940,Success,36.183427077052,-95.952171186465,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2012 N COLUMBIA AVE, TULSA, OK, 74110; Base match was already No Clear Match"
49600-03-17-06000,Success,36.218773082206,-95.949957944571,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2738 E 45TH ST N, TULSA, OK, 74110; Base match was already No Clear Match"
59900-24-20-00058,Success,36.37494727745,-95.842805983529,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1115 N 15TH ST, COLLINSVILLE, OK, 74021; Base match was already No Clear Match"
09175-93-05-05710,Success,36.151694307961,-95.955432391002,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2520 E 6TH ST, TULSA, OK, 74104; Base match was already No Clear Match"
90326-03-26-20930,Success,36.177144251165,-95.899558140476,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6945 E PINE ST, TULSA, OK, 74115; Base match was already No Clear Match"
36075-03-08-00420,Success,36.223843083835,-95.955468845388,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2548 E 48TH ST N, TULSA, OK, 74130; Base match was already No Clear Match"
13775-02-12-01490,Success,36.221003356911,-95.984452685726,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4641 N HARTFORD AVE, TULSA, OK, 74126; Base match was already No Clear Match"
17675-02-24-07550,Success,36.201224667983,-95.982996509288,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3179 N IROQUOIS AVE, TULSA, OK, 74106; Base match was already No Clear Match"
36525-94-02-01380,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
20300-92-03-05240,Success,36.157964901274,-96.01415582759,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1919 W CAMERON ST, TULSA, OK, 74127; Base match was already No Clear Match"
27775-03-36-02105,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
35900-03-30-15590,Success,36.19016030155,-95.963775722668,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2012 E ZION ST, TULSA, OK, 74110; Base match was already No Clear Match"
19650-03-35-06970,Success,36.173998736414,-95.899606067794,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6943 E NEWTON PL, TULSA, OK, 74115; Base match was already No Clear Match"
10225-93-02-04460,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
29675-03-07-10040,Success,36.224505330975,-95.963931175045,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4823 N XANTHUS AVE, TULSA, OK, 74130; Base match was already No Clear Match"
25200-03-35-07780,Success,36.16604363695,-95.900976434263,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6780 E INDEPENDENCE ST, TULSA, OK, 74115; Base match was already No Clear Match"
34750-02-26-07380,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
37775-93-03-07050,Success,36.157794911097,-95.908698182008,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6126 E 3RD ST, TULSA, OK, 74112; Base match was already No Clear Match"
00575-93-06-00950,Success,36.154980464223,-95.96587609021,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 401 S VICTOR AVE, TULSA, OK, 74104; Base match was already No Clear Match"
49800-03-34-14990,Success,36.172323535616,-95.921020113931,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1241 N ALLEGHENY AVE, TULSA, OK, 74115; Base match was already No Clear Match"
60513-73-08-70260,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
07410-94-07-23780,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
90212-02-12-25800,Success,36.226787852609,-95.978273126571,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1130 E 50TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
44325-03-36-03990,Success,36.173869883195,-95.870926837188,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 9415 E NEWTON ST, TULSA, OK, 74115; Base match was already No Clear Match"
25150-03-34-10030,Success,36.169776600202,-95.912845448655,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1059 N IRVINGTON AVE, TULSA, OK, 74115; Base match was already No Clear Match"
09000-92-27-06570,Success,36.104486910888,-96.016114960351,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2111 W 41ST ST S, TULSA, OK, 74107; Base match was already No Clear Match"
46825-03-33-18040,Success,36.173764889805,-95.928113529078,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1312 N SANDUSKY AVE, TULSA, OK, 74115; Base match was already No Clear Match"
43800-93-04-19370,Success,36.154644535939,-95.93036638318,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 420 S QUEBEC AVE, TULSA, OK, 74112; Base match was already No Clear Match"
36150-93-04-13930,Success,36.156777449436,-95.925643052363,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 220 S URBANA AVE, TULSA, OK, 74112; Base match was already No Clear Match"
78810-84-11-09060,Success,36.053507347484,-95.786332895208,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 416 E COLLEGE ST, BROKEN ARROW, OK, 74012; Base match was already No Clear Match"
25050-03-34-03580,Success,36.176395767994,-95.909606274367,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1455 N KINGSTON PL, TULSA, OK, 74115; Base match was already No Clear Match"
27775-03-36-02215,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
63725-12-13-01130,Success,36.29876773454,-95.986479877623,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 215 N ELGIN AVE, SPERRY, OK, 74073; Base match was already No Clear Match"
18550-93-05-13060,Success,36.149830175483,-95.955770051776,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2505 E 8TH ST, TULSA, OK, 74104; Base match was already No Clear Match"
29775-02-26-05800,Success,36.182709694354,-95.99679692807,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1923 N MAIN ST, TULSA, OK, 74106; Base match was already No Clear Match"
05075-93-24-08770,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
13775-02-12-01430,Success,36.220691408255,-95.984455729152,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4615 N HARTFORD AVE, TULSA, OK, 74126; Base match was already No Clear Match"
57370-72-13-63370,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
19275-03-34-02480,Success,36.175446849937,-95.920183684047,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1407 N BRADEN AVE, TULSA, OK, 74115; Base match was already No Clear Match"
17950-92-04-05170,Success,36.153532464789,-96.041792200195,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4413 W 3RD ST, TULSA, OK, 74127; Base match was already No Clear Match"
62075-91-11-09360,Success,36.14598496804,-96.108999018246,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 800 N MCKINLEY AVE, SAND SPRINGS, OK, 74063; Base match was already No Clear Match"
17925-92-04-04250,Success,36.223366875262,-95.999326870852,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 316 W 48TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
06625-92-27-02490,Success,36.194237666513,-96.042113724848,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4648 W 31ST ST N, TULSA, OK, 74127; Base match was already No Clear Match"
45450-94-06-10580,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
17025-02-36-12170,Success,36.171629159528,-95.989001226887,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1173 N FRANKFORT AVE, TULSA, OK, 74106; Base match was already No Clear Match"
40850-02-12-07500,Success,36.224245938634,-95.987776135182,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 534 E 48TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
04350-02-25-02620,Success,36.178286647985,-95.97768374542,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1537 N NORFOLK AVE, TULSA, OK, 74106; Base match was already No Clear Match"
06100-02-26-00080,Success,36.180739774526,-95.9958205172,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1806 N BOSTON AVE, TULSA, OK, 74106; Base match was already No Clear Match"
08375-03-29-02800,Success,36.185142622915,-95.949184969935,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2141 N DELAWARE AVE, TULSA, OK, 74110; Base match was already No Clear Match"
41100-92-34-03610,Success,36.119015319115,-96.058966065897,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5902 W 31ST ST S, TULSA, OK, 74107; Base match was already No Clear Match"
22200-03-36-00370,Success,36.172926988302,-95.877222470896,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 8934 E MARSHALL PL, TULSA, OK, 74115; Base match was already No Clear Match"
74985-94-20-10040,Success,36.118075301609,-95.837055500901,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 12608 E 31ST PL, TULSA, OK, 74146; Base match was already No Clear Match"
85315-72-15-46520,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
11575-03-35-04690,Success,36.170202514157,-95.895373970718,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7320 E LATIMER PL, TULSA, OK, 74115; Base match was already No Clear Match"
30950-03-33-14960,Success,36.169030512296,-95.939640694793,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3337 E KING PL, TULSA, OK, 74115; Base match was already No Clear Match"
12150-93-11-01280,Success,36.144387913188,-95.89313670108,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7519 E 13TH ST, TULSA, OK, 74112; Base match was already No Clear Match"
07700-02-13-02200,Success,36.211480321959,-95.990715089166,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4026 N ELGIN AVE, TULSA, OK, 74106; Base match was already No Clear Match"
10475-92-08-00680,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
31125-92-27-16750,Success,36.126187189537,-96.041509148408,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4235 W 26TH ST, TULSA, OK, 74107; Base match was already No Clear Match"
29650-03-07-03370,Success,36.231362294746,-95.97376878835,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1380 E 54TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
29650-03-07-03310,Success,36.230686628879,-95.969640031912,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1577 E 53RD ST N, TULSA, OK, 74126; Base match was already No Clear Match"
13850-93-05-10530,Success,36.161753897473,-95.953581753226,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2605 E ADMIRAL CT, TULSA, OK, 74110; Base match was already No Clear Match"
22100-92-28-03130,Success,36.104401848098,-96.03599199903,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3904 W 41ST ST S, TULSA, OK, 74107; Base match was already No Clear Match"
27875-92-11-03570,Success,36.147914745246,-96.005814457118,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 701 S PHOENIX AVE, TULSA, OK, 74127; Base match was already No Clear Match"
45350-94-06-07290,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
78810-84-11-09070,Success,36.053509296424,-95.786244543082,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 424 E COLLEGE ST, BROKEN ARROW, OK, 74012; Base match was already No Clear Match"
20725-93-03-06410,Success,36.155094165146,-95.905802013911,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6330 E 4TH PL, TULSA, OK, 74112; Base match was already No Clear Match"
41025-02-01-00530,Success,36.237114150163,-95.988107094108,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 518 E 57TH PL N, TULSA, OK, 74126; Base match was already No Clear Match"
07225-02-13-00060,Success,36.211390548058,-95.979537297549,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3936 N LANSING PL, TULSA, OK, 74106; Base match was already No Clear Match"
37800-93-02-09000,Success,36.154352745335,-95.904136050171,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6535 E 5TH ST, TULSA, OK, 74112; Base match was already No Clear Match"
27300-93-14-10790,Success,36.13340437884,-95.892534506557,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7610 E 21ST ST, TULSA, OK, 74129; Base match was already No Clear Match"
38200-92-26-00840,Success,36.096150570208,-96.011567223566,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4629 S UNION AVE, TULSA, OK, 74107; Base match was already No Clear Match"
76925-94-19-48280,Success,36.109344265182,-95.855125907702,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3712 S 109TH AVE E, TULSA, OK, 74146; Base match was already No Clear Match"
23850-93-15-11970,Success,36.125397990555,-95.920001345741,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 4999 E 26TH ST, TULSA, OK, 74114; Base match was already No Clear Match"
74735-84-06-61950,Success,36.008315636109,-95.902370465624,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6623 E 107TH ST S, TULSA, OK, 74133; Base match was already No Clear Match"
91407-14-07-52320,Unusable Address,,,Not Needed,,,,Low,False,No Clear Match,Property address unusable for geocoding; Base match was already No Clear Match
98434-84-34-00350,Unusable Address,,,Not Needed,,,,Low,False,No Clear Match,Property address unusable for geocoding; Base match was already No Clear Match
23000-03-27-08140,Unusable Address,,,Not Needed,,,,Low,False,No Clear Match,Property address unusable for geocoding; Base match was already No Clear Match
56600-92-20-00740,Success,36.075311325426,-96.030484631919,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 3310 W 61ST ST S, TULSA, OK, 74132; Base match was already No Clear Match"
56900-92-20-02220,Success,36.075320058224,-96.036295289667,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6115 S 39TH W AVE, TULSA, OK, 74132; Base match was already No Clear Match"
54225-03-06-05290,Success,36.247416118787,-95.963923625838,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6439 N WHEELING AVE, TULSA, OK, 74130; Base match was already No Clear Match"
91213-12-13-51390,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
91408-14-08-10310,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
54325-92-31-02630,Success,36.076375336297,-96.072336409795,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7118 W 60TH ST, TULSA, OK, 74107; Base match was already No Clear Match"
90306-03-06-24020,Success,36.235130885205,-95.968590469881,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1641 E 56TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
91316-13-16-06210,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
91236-12-36-01030,Success,36.261663022556,-95.981458498328,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7403 N IROQUOIS AVE, TULSA, OK, 74126; Base match was already No Clear Match"
53675-92-32-01900,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
90404-04-04-64010,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
53725-02-01-03030,Success,36.247074648443,-95.98045767849,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 905 E 64TH ST N, TULSA, OK, 74126; Base match was already No Clear Match"
97424-74-24-21620,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
91316-13-16-06510,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
99027-90-27-68130,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
55425-91-07-00270,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
91225-12-25-41510,Unusable Address,,,Not Needed,,,,Low,False,No Clear Match,Property address unusable for geocoding; Base match was already No Clear Match
99229-92-29-38016,Unusable Address,,,Not Needed,,,,Low,False,No Clear Match,Property address unusable for geocoding; Base match was already No Clear Match
54675-92-05-05450,Success,36.243053147604,-95.996199951831,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 32 W 62ND ST N, TULSA, OK, 74126; Base match was already No Clear Match"
90306-03-06-46920,Unusable Address,,,Not Needed,,,,Low,False,No Clear Match,Property address unusable for geocoding; Base match was already No Clear Match
20575-93-30-08990,Success,36.104171480129,-95.975656199171,Success,36.147890605377,-95.975600953152,3.02,High,False,No Clear Match,"Property geocoded via Census: 4103 S PEORIA AVE, TULSA, OK, 74105; Development geocode query used: 11th Street and Peoria, Tulsa, Oklahoma; Development geocoding succeeded; Geocoding shows the property is not meaningfully close (3.02 miles)"
00725-03-33-00530,Success,36.17396807423,-95.937301147936,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1326 N KNOXVILLE AVE, TULSA, OK, 74115; Base match was already No Clear Match"
40375-94-08-07940,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
57628-73-15-20120,Success,35.946544178103,-95.922237006669,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 14901 S YALE AVE, BIXBY, OK, 74008; Base match was already No Clear Match"
84830-72-11-53420,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
85175-72-12-57030,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
04175-93-14-07050,Success,36.120024986554,-95.890350186527,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7721 E 30TH PL, TULSA, OK, 74129; Base match was already No Clear Match"
22775-94-17-02590,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
98412-84-12-02870,Success,36.056198069582,-95.772568578366,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 315 N 14TH ST, BROKEN ARROW, OK, 74012; Base match was already No Clear Match"
08675-93-01-02070,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
42025-93-07-18720,Success,36.143358722636,-95.966920277067,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1711 E 13TH PL, TULSA, OK, 74104; Base match was already No Clear Match"
04025-93-15-00140,Success,36.125224699927,-95.904620160126,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2640 S SHERIDAN RD, TULSA, OK, 74129; Base match was already No Clear Match"
77200-94-21-16190,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
47075-93-30-12810,Success,36.09921112691,-95.973476515502,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1356 E 44TH ST, TULSA, OK, 74105; Base match was already No Clear Match"
11575-03-35-03730,Success,36.17260576985,-95.894883730598,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7350 E NEWTON ST, TULSA, OK, 74115; Base match was already No Clear Match"
07415-94-07-29470,Success,36.176696776126,-95.877691815689,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 1441 E 112TH PL, TULSA, OK, 74115; Base match was already No Clear Match"
35725-93-31-08440,Success,36.079610394319,-95.973531032699,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 5737 S QUINCY AVE, TULSA, OK, 74105; Base match was already No Clear Match"
16375-93-03-04910,Success,36.151874235979,-95.908032944925,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 574 S MAPLEWOOD AVE, TULSA, OK, 74112; Base match was already No Clear Match"
40325-94-17-06480,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
44325-03-36-04310,Success,36.174804451216,-95.870083257766,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 9541 E NEWTON PL, TULSA, OK, 74115; Base match was already No Clear Match"
15875-02-25-09420,Success,36.188215694965,-95.980706132399,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 2431 N LANSING AVE, TULSA, OK, 74106; Base match was already No Clear Match"
04125-93-14-02940,Success,36.125780352058,-95.899279670355,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6743 E 26TH PL, TULSA, OK, 74129; Base match was already No Clear Match"
17925-92-04-03240,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
49850-92-28-05460,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
98225-82-25-36030,Success,36.009163697637,-95.993797325012,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 10607 S ELWOOD AVE, JENKS, OK, 74037; Base match was already No Clear Match"
04125-93-14-02930,Success,36.125780301401,-95.899254646343,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 6747 E 26TH PL, TULSA, OK, 74129; Base match was already No Clear Match"
12375-92-04-01560,Failed,,,Not Needed,,,,Low,False,No Clear Match,Property geocoding failed via Census; Base match was already No Clear Match
62250-91-22-02240,Success,36.105646583179,-96.125954567914,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 313 W 40TH PL, SAND SPRINGS, OK, 74063; Base match was already No Clear Match"
27325-93-14-12410,Success,36.133416285402,-95.887985234778,Not Needed,,,,Medium,False,No Clear Match,"Property geocoded via Census: 7924 E 21ST ST, TULSA, OK, 74129; Base match was already No Clear Match"
