final_rank,parcel_id,owner_name,property_address,city,state,zip_code,confirmed_zip_code,bid_cost,legal_description,property_type,geocode_status,geocode_confidence,neighborhood_or_area,crime_risk_level,crime_risk_score,crime_confidence,crime_source,crime_data_date_range,median_household_income,poverty_rate,unemployment_rate,median_home_value,median_gross_rent,vacancy_rate,owner_occupied_rate,economic_risk_level,economic_strength_score,economic_confidence,economic_source,property_clarity_score,residential_likelihood_score,pre_ai_final_score,ai_area_adjusted_score,final_score,final_category,recommendation,reasoning_summary,crime_economic_summary,key_risks,missing_information,next_due_diligence_step,confidence_level,raw_text
23,40800-02-13-06680,Unknown,4213 N IROQUOIS AV E,Tulsa,OK,Unknown,74106,1416.75,LT 25 BK 7,R IMP,Geocoded,High,Tulsa Census Tract 8002,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,38750.0,0.2597,0.0733,76300.0,1129.0,0.167,0.6033,Medium,5.5,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.83,6.4,5.41,Risky / Needs Verification,Drive By,"The parcel at 4213 N IROQUOIS AV E in Tulsa has strong data clarity (property clarity 10.0, good geocode) and appears residential (R IMP) at a low bid cost of 1416.75, which fits the $1,000–$1,500 target. However, the area is flagged as high crime risk based on a low-confidence, city-level proxy for Tulsa, and the tract-level economics show modest median income (~$38.7k), relatively low home values (~$76.3k), and a fairly high vacancy rate (16.7%). These factors suggest a weaker neighborhood with elevated risk and limited value upside, but not so poor as to automatically discard. Overall, the property is suitable for manual review but not strong enough on area quality and risk to be a clear Top 50 candidate at this stage.","Crime: City-level proxy for Tulsa indicates high crime risk (Crime Risk Score 1.7, city reportedly safer than only about 2% of U.S. cities, violent-crime odds ~1 in 107, property-crime odds ~1 in 22). This is not parcel-specific and is low-confidence, but it still signals a generally high-crime environment. Economics: The census tract has a median household income of about 38,750, a poverty rate of 25.97%, and unemployment of 7.33%, all pointing to economic stress. Median home value is low at about 76,300, with median gross rent around 1,129 and a vacancy rate of 16.7%. Owner-occupancy is moderate at 60.33%. Overall, the tract is economically weaker but not the worst, with medium risk and high-confidence data.","1) High crime environment based on city-level data, with no parcel-level incident counts to refine risk. 2) Economically stressed tract: relatively low incomes, high poverty, and elevated unemployment may limit appreciation and tenant quality. 3) High vacancy rate (16.7%) suggests potential difficulty maintaining occupancy or neighborhood stability. 4) Very low median home value (~76k) may cap resale potential and limit margin even at a low bid price. 5) Owner name is unknown and property condition is completely unverified, which is critical for an improved residential parcel (R IMP).","1) No parcel-level or 0.5-mile crime incident data; only a coarse city-level proxy. 2) No information on structure type, size, year built, or current physical condition. 3) No confirmation of current occupancy status (vacant vs. occupied). 4) No data on code violations, liens beyond the tax issue, or demolition/condemnation history. 5) No recent sales comps or rent comps specific to this block or immediate area.","Obtain parcel-specific information: verify current structure condition and occupancy (drive-by photos or local contact), check Tulsa city records for code violations or condemnation, and pull very local sales and rent comps around 4213 N IROQUOIS AV E to see if the low bid cost aligns with realistic resale or rental values in this high-crime, lower-value tract.",Medium,"720 40800-02-13-06680 4213 N IROQUOIS AV E 9,100 R IMP 1,416.75 316.50 | LT 25 BK 7 CITY OF TULSA | SUBURBAN ACRES AMD"
24,40875-02-13-11410,Unknown,257 E 43 ST N,Tulsa,OK,Unknown,74106,1445.45,LOT 6 BLK 6,R IMP,Geocoded,High,Tulsa Census Tract 8002,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,38750.0,0.2597,0.0733,76300.0,1129.0,0.167,0.6033,Medium,5.5,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.82,6.4,5.4,Risky / Needs Verification,Drive By,"The property at 257 E 43 ST N, Tulsa (confirmed ZIP 74106) has strong data clarity and high residential likelihood, and the bid cost of 1445.45 is aligned with the target range. However, the area shows high crime risk based on a low-confidence city-level proxy and only moderate economic strength (low median home value and relatively high poverty). These factors prevent it from being a clear Top Candidate, but the low acquisition cost and solid data quality justify keeping it as a Manual Review Candidate rather than discarding it outright.","Crime: City-level proxy for Tulsa indicates high crime risk (Crime Risk Score 1.7, city reportedly safer than only about 2% of U.S. cities, with violent-crime odds around 1 in 107 and property-crime odds around 1 in 22). This is not parcel- or neighborhood-specific and is low-confidence, but it still flags elevated risk. Economics: Census tract 8002 shows medium economic strength with median household income of 38,750, poverty rate about 25.97%, unemployment about 7.33%, and median home value around 76,300. Owner-occupancy is relatively solid at about 60.33%, but vacancy is elevated at about 16.7%. Overall, the tract suggests a lower-value, working-class area with meaningful economic stress but not extreme distress.","1) High crime risk based on city-level data for Tulsa, with no reliable parcel-level or 0.5-mile incident counts. 2) Economic indicators show relatively low home values, elevated poverty, and higher unemployment, which may limit appreciation and tenant quality. 3) Elevated vacancy rate in the tract could signal weaker housing demand or neighborhood instability. 4) Owner name is unknown in the dataset, which may complicate title and redemption research. 5) Lack of detailed property condition, structure type, and occupancy status introduces significant asset-level uncertainty at auction.","1) No parcel-specific or neighborhood-level crime incident data; only a city-level proxy is available. 2) No information on building size, year built, current condition, code violations, or occupancy. 3) No confirmation of utilities, zoning specifics beyond generic R IMP type, or any liens beyond the tax issue. 4) No recent sales comps or rent comps for this specific block or immediate surroundings. 5) No confirmation of exact ZIP in county records beyond the provided 74106 tag.","Pull parcel-level records from Tulsa County (assessor and treasurer) to confirm owner of record, structure details, and any additional liens; then obtain recent street-level imagery or an in-person drive-by for 257 E 43 ST N to assess property condition and block quality, followed by checking local police or open-data portals for neighborhood-specific crime patterns around the parcel.",Medium,"750 40875-02-13-11410 257 E 43 ST N 8,775 R IMP 1,445.45 332.25 | LOT 6 BLK 6 CITY OF TULSA | SUBURBAN ACRES FOURTH ADDN"
25,55625-92-06-02420,Unknown,215 S 71 AV W,Unknown,OK,Unknown,74132,1072.22,LTS 4 THRU 6 BLK 3 TULSA COUNTY,R,Geocoded,Medium,Tulsa Census Tract 6711,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,70192.0,0.119,0.0397,201200.0,992.0,0.0635,0.6364,Low,8.75,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,6.5,6.88,6.88,5.38,Risky / Needs Verification,Drive By,Bid cost 1072.22 for parcel 55625-92-06-02420 at 215 S 71 AV W stays in Manual Review Candidate because crime risk is High and median household income 70192.0; fallback confidence is Medium.,Crime signal is High with Low confidence. Economic risk is Low with High confidence.,Area-level crime proxy is high risk. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",Medium,"1030 55625-92-06-02420 215 S 71 AV W 60,000 R 1,072.22 365.25 | LTS 4 THRU 6 BLK 3 TULSA COUNTY | TWIN CITIES"
26,38950-03-27-10040,Unknown,1715 N MAPLEWOOD AV E,Tulsa,OK,Unknown,74115,1065.22,LT 10 BLK 2,R,Geocoded,High,Tulsa Census Tract 11300,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,34850.0,0.2805,0.0587,50900.0,1038.0,0.1199,0.6821,Medium,5.92,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,6.5,6.72,6.4,5.34,Risky / Needs Verification,Drive By,"Parcel 38950-03-27-10040 at 1715 N MAPLEWOOD AV E in Tulsa has solid data quality (high property clarity and geocoding scores) and a low bid cost of 1065.22, which is attractive relative to the tract’s low median home value of 50,900. The tract-level economics are modest but not catastrophic: median household income is 34,850 with a relatively high poverty rate of 28.05%, yet owner-occupancy is fairly strong at 68.21%, suggesting a stable, lower-income neighborhood rather than a fully transient area. However, the only crime information is a high-risk, low-confidence city-level proxy for Tulsa (crime risk score 1.7, city safer than only about 2% of U.S. cities), which materially increases uncertainty about this specific parcel’s safety profile. Given the combination of low acquisition cost, acceptable economic context, and high but poorly resolved crime risk, this property is worth manual review but not an automatic Top 50 pick.","Crime: The available crime data for 1715 N MAPLEWOOD AV E is a low-confidence, city-level proxy for Tulsa with a high crime risk level (score 1.7). NeighborhoodScout reported violent-crime victimization odds of about 1 in 107 and property-crime odds of about 1 in 22, and Tulsa was described as safer than only 2% of U.S. cities, but these figures are not parcel- or tract-specific. Economics: In Census Tract 11300, median household income is 34,850 with a poverty rate of 28.05% and unemployment of 5.87%. Median home value is 50,900 and median gross rent is 1,038, with a vacancy rate of 11.99% and a relatively high owner-occupied rate of 68.21%. Overall economic risk is classified as Medium with high confidence, indicating a lower-income but somewhat stable residential area that could support basic occupancy if crime is not extreme at the micro level.","1) Crime uncertainty: Only city-level crime data is available, and it flags Tulsa as high risk; without parcel- or block-level incident data, the true safety profile around 1715 N MAPLEWOOD AV E is unclear. 2) Socioeconomic stress: The tract has a high poverty rate (28.05%) and low median household income (34,850), which can correlate with higher local crime and weaker tenant quality. 3) Market depth: The low median home value (50,900) suggests limited resale upside and a thin buyer pool, which may constrain exit strategies. 4) Data gaps: No parcel-specific condition, structure details, or current occupancy information are provided, so the physical risk (demolition, severe disrepair, or non-buildable issues) is unknown. 5) Legal/ownership opacity: Owner name is listed as Unknown, which may signal title complexity or outdated records that need verification before bidding.","Missing or unknown items include: (a) parcel-level and block-level crime incidents within 0.5 miles; (b) current structure details (year built, square footage, number of units, current condition, and whether any structures exist); (c) current occupancy status and any visible signs of abandonment or code violations; (d) detailed title history, liens, and any municipal liens or special assessments; (e) confirmation of utilities, zoning specifics beyond the generic residential type, and any demolition or nuisance orders; (f) precise ZIP in the county records (only the confirmed ZIP 74115 is provided via external confirmation, not the original record).","Prior to considering this property for a Top 50 list, obtain parcel-specific crime and nuisance data (police calls, code violations) for the immediate area around 1715 N MAPLEWOOD AV E, verify title status and any liens for parcel 38950-03-27-10040, and conduct a visual or street-level review (in person or via recent imagery) to confirm that a usable residential structure exists and to assess condition relative to the 1,065.22 bid cost and the tract’s median home value of 50,900.",Medium,"669 38950-03-27-10040 1715 N MAPLEWOOD AV E 10,640 R 1,065.22 349.50 | LT 10 BLK 2 CITY OF TULSA | SOUTH DAWSON ADDN"
27,44675-92-08-05920,Unknown,1005 S 51 AV W,City Of Tulsa Mh Not Included,OK,Unknown,74107,1019.23,N 87 1/2' LT 6 BLK 7,R,Geocoded,Medium,Tulsa Census Tract 4900,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,43750.0,0.2723,0.1164,109600.0,928.0,0.1143,0.5806,Medium,6.08,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,6.5,6.36,6.36,4.86,Risky / Needs Verification,Drive By,Bid cost 1019.23 for parcel 44675-92-08-05920 at 1005 S 51 AV W stays in Manual Review Candidate because crime risk is High and median household income 43750.0; fallback confidence is Medium.,Crime signal is High with Low confidence. Economic risk is Medium with High confidence.,Area-level crime proxy is high risk. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",Medium,"888 44675-92-08-05920 1005 S 51 AV W 9,944 R 1,019.23 318.00 | N 87 1/2' LT 6 BLK 7 CITY OF TULSA MH NOT INCLUDED | VERN SUB AMD"
28,90212-02-12-26700,Unknown,1118 E 50 PL N,Tulsa,OK,Unknown,74126,1317.38,TR 24 W140 E1320 S305 N/2 N/2 SE SEC 12 20 12,R HS IMP,Geocoded,High,Tulsa Census Tract 7900,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,40233.0,0.3225,0.0824,70700.0,1139.0,0.2813,0.5383,High,4.92,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,9.0,6.82,6.82,4.82,Risky / Needs Verification,Drive By,Bid cost 1317.38 for parcel 90212-02-12-26700 at 1118 E 50 PL N stays in Manual Review Candidate because crime risk is High and median household income 40233.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"1241 90212-02-12-26700 1118 E 50 PL N 42,689 R HS IMP 1,317.38 316.50 | TR 24 W140 E1320 S305 N/2 N/2 SE SEC 12 20 12 CITY OF TULSA | .980AC"
29,22175-92-08-02140,Unknown,6037 W 9 ST S,Tulsa,OK,Unknown,74127,1229.87,LT 11 BLK 4,R IMP,Geocoded,High,Tulsa Census Tract 8800,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,44231.0,0.359,0.136,71700.0,826.0,0.1751,0.4904,High,4.92,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.77,6.77,4.77,Risky / Needs Verification,Drive By,Bid cost 1229.87 for parcel 22175-92-08-02140 at 6037 W 9 ST S stays in Manual Review Candidate because crime risk is High and median household income 44231.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"318 22175-92-08-02140 6037 W 9 ST S 7,500 R IMP 1,229.87 348.00 | LT 11 BLK 4 CITY OF TULSA | LAWNWOOD ADDN"
30,99026-90-26-37752,Unknown,4539 S 208 AV W,Unknown,OK,Unknown,Unknown,1195.21,BEG 330S & 935E NWC SW TH E787 N193 W687 N627 TULSA COUNTY MH NOT INCLUDED,R IMP,Failed,Low,Unknown.,Unknown,Unknown.,Unknown,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown.,Unknown,Unknown.,Unknown,Unknown.,10.0,8.5,5.46,5.46,4.71,Risky / Needs Verification,Watch,Bid cost 1195.21 for parcel 99026-90-26-37752 at 4539 S 208 AV W stays in Risky / Needs Verification because crime risk is Unknown and economic data is Unknown; fallback confidence is Low.,Crime signal is Unknown with Unknown confidence. Economic risk is Unknown with Unknown confidence.,Geocoding confidence is weak. Economic coverage is weak or incomplete.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",Low,"1346 99026-90-26-37752 4539 S 208 AV W 214,591 R IMP 1,195.21 316.50 | BEG 330S & 935E NWC SW TH E787 N193 W687 N627 TULSA COUNTY MH NOT INCLUDED | W100 S820 POB SEC 26 19 10 4.926ACS"
31,18650-93-06-13240,Unknown,628 S YORKTOWN AV E,Tulsa,OK,Unknown,74104,1261.2,LT 7 BLK 16,R IMP,Geocoded,High,Tulsa Census Tract 2301,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,34417.0,0.3148,0.0599,77900.0,895.0,0.2059,0.3429,High,4.58,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.69,6.69,4.69,Risky / Needs Verification,Drive By,Bid cost 1261.20 for parcel 18650-93-06-13240 at 628 S YORKTOWN AV E stays in Manual Review Candidate because crime risk is High and median household income 34417.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"267 18650-93-06-13240 628 S YORKTOWN AV E 6,150 R IMP 1,261.20 426.75 | LT 7 BLK 16 CITY OF TULSA | HILLCREST ADDN"
32,41025-02-01-04710,Unknown,5901 N GARRISON PL E,Tulsa,OK,Unknown,74126,1273.2,LT 9 BLK 6,R IMP,Geocoded,High,Tulsa Census Tract 9101,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,41493.0,0.3846,0.1333,54200.0,1091.0,0.1913,0.6125,High,4.58,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.69,6.69,4.69,Risky / Needs Verification,Drive By,Bid cost 1273.20 for parcel 41025-02-01-04710 at 5901 N GARRISON PL E stays in Manual Review Candidate because crime risk is High and median household income 41493.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"762 41025-02-01-04710 5901 N GARRISON PL E 7,200 R IMP 1,273.20 316.50 | LT 9 BLK 6 CITY OF TULSA | SUBURBAN HILLS ADDN"
33,41025-02-01-05430,Unknown,522 E 59 ST N,Tulsa,OK,Unknown,74126,1273.2,LT 16 BLK 9,R IMP,Geocoded,High,Tulsa Census Tract 9101,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,41493.0,0.3846,0.1333,54200.0,1091.0,0.1913,0.6125,High,4.58,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.69,6.69,4.69,Risky / Needs Verification,Drive By,Bid cost 1273.20 for parcel 41025-02-01-05430 at 522 E 59 ST N stays in Manual Review Candidate because crime risk is High and median household income 41493.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"769 41025-02-01-05430 522 E 59 ST N 7,200 R IMP 1,273.20 363.75 | LT 16 BLK 9 CITY OF TULSA | SUBURBAN HILLS ADDN"
34,43300-03-29-14980,Unknown,1728 N ATLANTA CT E,Tulsa,OK,Unknown,74110,1094.55,LT 544 BK 41,R IMP,Geocoded,High,Tulsa Census Tract 400,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,36410.0,0.3705,0.1425,67500.0,882.0,0.12,0.4339,High,4.08,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.64,6.64,4.64,Risky / Needs Verification,Drive By,Bid cost 1094.55 for parcel 43300-03-29-14980 at 1728 N ATLANTA CT E stays in Manual Review Candidate because crime risk is High and median household income 36410.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"811 43300-03-29-14980 1728 N ATLANTA CT E 5,000 R IMP 1,094.55 348.00 | LT 544 BK 41 CITY OF TULSA | TULSA HGTS"
35,25500-03-29-05850,Unknown,2604 E TECUMSEH ST N,Tulsa,OK,Unknown,74110,1095.22,W.45 OF LT 3 BLK 1,R IMP,Geocoded,High,Tulsa Census Tract 400,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,36410.0,0.3705,0.1425,67500.0,882.0,0.12,0.4339,High,4.08,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.64,6.64,4.64,Risky / Needs Verification,Drive By,Bid cost 1095.22 for parcel 25500-03-29-05850 at 2604 E TECUMSEH ST N stays in Manual Review Candidate because crime risk is High and median household income 36410.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"397 25500-03-29-05850 2604 E TECUMSEH ST N 6,030 R IMP 1,095.22 348.00 | W.45 OF LT 3 BLK 1 CITY OF TULSA | MARTIN ADDN"
36,43300-03-29-09940,Unknown,2311 N ATLANTA AV E,Tulsa,OK,Unknown,74110,1179.88,LT 29 BK 4,R IMP,Geocoded,High,Tulsa Census Tract 400,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,36410.0,0.3705,0.1425,67500.0,882.0,0.12,0.4339,High,4.08,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.62,6.62,4.62,Risky / Needs Verification,Drive By,Bid cost 1179.88 for parcel 43300-03-29-09940 at 2311 N ATLANTA AV E stays in Manual Review Candidate because crime risk is High and median household income 36410.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"802 43300-03-29-09940 2311 N ATLANTA AV E 5,000 R IMP 1,179.88 332.25 | LT 29 BK 4 CITY OF TULSA | TULSA HGTS"
37,44250-02-12-15060,Unknown,618 E 55 ST N,Tulsa,OK,Unknown,74126,1443.18,LT 4 BLK 54,R IMP,Geocoded,High,Tulsa Census Tract 7900,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,40233.0,0.3225,0.0824,70700.0,1139.0,0.2813,0.5383,High,4.92,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.71,6.3,4.55,Risky / Needs Verification,Drive By,"The parcel at 618 E 55 ST N in Tulsa (ZIP 74126) has strong data clarity (property clarity 10.0, geocoding 9.0, residential likelihood 8.5) and a low entry bid of 1443.18, which supports inclusion in a screened list. However, the area-level signals are negative: the city-level crime proxy is high risk and the tract-level economic indicators show low median home value (~70,700), relatively low median household income (~40,233), high poverty (32.25%), high vacancy (28.13%), and only moderate owner-occupancy (53.83%). Because the crime data is only a low-confidence city-level proxy, the risk is real but not precisely localized to this parcel. Overall, the property remains a Manual Review Candidate rather than a clear Top Candidate, but it is not so weak that it should be automatically excluded from a Top 50 short list in this price band.","Crime: The only available crime data is a low-confidence, city-level proxy for Tulsa with a high crime risk score of 1.7. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107 and property-crime odds of about 1 in 22, and noted Tulsa is safer than only about 2% of U.S. cities, with an overall crime rate of about 45.0 per 1,000 residents. This suggests a generally high-crime environment, but it is not parcel- or neighborhood-specific. Economics: The census tract (7900) around 618 E 55 ST N shows weak fundamentals: median household income of about 40,233, poverty rate of 32.25%, unemployment of 8.24%, median home value around 70,700, median gross rent about 1,139, vacancy rate 28.13%, and owner-occupied rate 53.83%. The economic risk level is classified as High with high confidence. These indicators point to a financially stressed area with elevated vacancy and modest property values, which may limit appreciation potential but could support lower-cost acquisitions.","1) High crime proxy at the city level for Tulsa, with limited parcel-specific data, implies elevated safety and property-crime concerns near 618 E 55 ST N. 2) Weak economic context in Census Tract 7900: high poverty (32.25%), high unemployment (8.24%), and high vacancy (28.13%) increase risk of unstable tenancy, slower resale, and potential blight. 3) Low median home value (~70,700) suggests limited upside and possible cap on resale or refinance value. 4) Crime data is low-confidence and city-wide, so actual local risk could be better or worse than indicated, adding uncertainty. 5) Owner-occupancy is only moderate (53.83%), which may correlate with more transient residents and less neighborhood stability.","1) No parcel-level or 0.5-mile crime incident counts; only a city-level proxy is available. 2) No detailed property condition, structure type, square footage, year built, or interior/exterior status beyond generic type R IMP. 3) No confirmation of current occupancy, code violations, or nuisance/abatement history. 4) No recent sales comps or rent comps specific to this block or immediate micro-area. 5) No tax/utility lien details beyond the auction context and bid cost.","Obtain parcel-specific and block-level information before ranking this property firmly in a Top 50 list: (a) pull local police or open-data incident reports within roughly a 0.25–0.5 mile radius of 618 E 55 ST N to validate whether crime around this parcel matches or exceeds the city-level high-risk profile; (b) verify physical condition and occupancy via recent street-level imagery or an in-person drive-by, checking for boarded windows, structural damage, or signs of abandonment; (c) confirm zoning and any code enforcement or nuisance cases tied to Parcel 44250-02-12-15060; and (d) gather hyperlocal sales and rent comps in ZIP 74126 and specifically near Census Tract 7900 to see if the low acquisition price of 1443.18 aligns with realistic resale or rental potential in this micro-market.",Medium,"863 44250-02-12-15060 618 E 55 ST N 7,200 R IMP 1,443.18 332.25 | LT 4 BLK 54 CITY OF TULSA | VALLEY VIEW ACRES THIRD ADDN"
38,05850-03-30-04070,Unknown,1844 N TRENTON AV E,Tulsa,OK,Unknown,74106,1297.53,LT 22 & S25 VAC UTE ST ON N BLK 8,R HS IMP,Geocoded,High,Tulsa Census Tract 500,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,32356.0,0.3922,0.2206,68600.0,745.0,0.1871,0.376,High,3.42,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,9.0,6.53,6.53,4.53,Risky / Needs Verification,Drive By,Bid cost 1297.53 for parcel 05850-03-30-04070 at 1844 N TRENTON AV E stays in Manual Review Candidate because crime risk is High and median household income 32356.0; fallback confidence is High.,Crime signal is High with Low confidence. Economic risk is High with High confidence.,Area-level crime proxy is high risk. Economic context is weak. Crime context is low-confidence and city-level only.,Fallback used: Reasoning summary missing required concrete fields.,"Verify assessor details, title/liens, street-level condition, and whether the parcel is practically usable before bidding.",High,"82 05850-03-30-04070 1844 N TRENTON AV E 10,500 R HS IMP 1,297.53 332.25 | LT 22 & S25 VAC UTE ST ON N BLK 8 CITY OF TULSA | BULLETTE HGTS 2ND ADDN"
39,00575-93-06-00770,Unknown,405 S WHEELING AV E,Tulsa,OK,Unknown,74104,1468.51,LT 24 S3.4 LT 25 BLK 6,R IMP,Geocoded,High,Tulsa Census Tract 2301,High,1.7,Low,NeighborhoodScout city-level crime page (low-confidence proxy),2021 city-level page,34417.0,0.3148,0.0599,77900.0,895.0,0.2059,0.3429,High,4.58,High,ACS 2024 5-year via Census Reporter API (Tract-level),10.0,8.5,6.63,6.3,4.5,Risky / Needs Verification,Drive By,"Parcel 00575-93-06-00770 at 405 S WHEELING AV E in Tulsa has strong property clarity and geocoding, and is clearly a residential-improvement (R IMP) parcel. The bid cost of 1468.51 fits the target $1,000–$1,500 range. However, the surrounding tract shows weak economic conditions (median household income about 34,417, poverty rate about 31%, vacancy about 20.6%, and low owner-occupancy), and the city-level crime proxy flags Tulsa as high risk. These factors prevent it from being a Top Candidate but justify keeping it in a manually reviewed pool.","Crime risk level is High based on a low-confidence, city-level proxy for Tulsa (NeighborhoodScout), with reported odds of violent-crime victimization around 1 in 107 and property crime around 1 in 22, and Tulsa described as safer than only about 2% of U.S. cities. Economic data for Census Tract 2301 are high-confidence and weak: median household income is about 34,417, poverty rate is roughly 31.5%, unemployment about 6.0%, median home value about 77,900, median gross rent about 895, vacancy rate about 20.6%, and owner-occupied rate only about 34.3%, all indicating a high economic risk environment.","1) High crime risk level for Tulsa based on city-level data, with no parcel-specific or 0.5-mile incident counts. 2) Weak tract-level economics: high poverty, elevated vacancy, low owner-occupancy, and modest home values, which may limit appreciation and tenant quality. 3) Economic context is clearly high risk even though the data quality is high, suggesting structural challenges in the immediate area. 4) Owner name is unknown in the dataset, which may signal title or record-keeping complexity typical of tax auctions. 5) ZIP was initially unknown and only later confirmed as 74104, indicating some historical data inconsistency.","1) No parcel-level or 0.5-mile crime incident counts; only a low-confidence city-level crime proxy is available. 2) No interior or exterior condition data, photos, or year built. 3) No information on current occupancy, liens beyond the tax issue, code violations, or demolition orders. 4) No rental comps or ARV estimates specific to this block or neighborhood. 5) No confirmation of utilities status, access, or any structural issues.","Manually verify on-the-ground and official records: (a) pull county assessor and treasurer records for 405 S WHEELING AV E to confirm structure type, square footage, year built, and any additional liens; (b) check city code-enforcement and demolition lists for this parcel; (c) obtain recent street-view or in-person photos to assess condition and occupancy; (d) review local crime maps for a 0.5–1 mile radius around the parcel to validate the high crime proxy; and (e) run rent and sale comps in ZIP 74104 and specifically in Census Tract 2301 to see if the 1468.51 bid cost is justified relative to realistic resale or rental potential.",Medium,"1 00575-93-06-00770 405 S WHEELING AV E 3,920 R IMP 1,468.51 567.50 | LT 24 S3.4 LT 25 BLK 6 CITY OF TULSA | ABDO'S ADDN"
