parcel_id,property_address,neighborhoodscout_match_status,neighborhood_or_area_used,zip_code_used,crime_risk_summary,crime_risk_rating,real_estate_price_trend,real_estate_trend_direction,median_home_value_if_available,rent_level_if_available,income_or_economic_summary,demographic_summary,neighborhoodscout_source_url,neighborhoodscout_confidence,neighborhoodscout_notes
17675-02-24-08030,3130 N HARTFORD PL E,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
25375-03-29-05240,3215 E XYLER ST N,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
90306-03-06-24020,1641 E 56 ST N,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
44250-02-12-15190,549 E 54 PL N,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
53825-02-02-01310,7 E 63 ST N,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
29650-03-07-03460,1338 E 54 ST N,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
46465-92-11-31880,2034 S PHOENIX AV W,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
12175-92-03-02290,3034 W CAMERON ST N,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
07675-02-13-01590,4013 N ELGIN AV E,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
04550-03-32-02430,813 N FLORENCE AV E,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
26250-92-05-02570,4914 W 1 ST S,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
29625-02-36-21010,419 E NEWTON PL N,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
10450-03-19-50550,3128 N TROOST PL E,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
28025-93-11-08980,1942 S 74 AV E,Area-Level Tulsa Context Only,"Tulsa, OK",Unknown,"NeighborhoodScout crime context page was available for Tulsa, but it is area-level screening context only and exact numeric crime rates were not used.",Unknown,"NeighborhoodScout real-estate page indicates area-level pricing/appreciation context is available, but exact parcel-level trend figures were not relied on.",Stable,Unavailable,Unavailable,"Tulsa area-level median household income: $37,533; per capita income: $37,533.","Tulsa city-level NeighborhoodScout demographic page was used as area-level context only, not parcel-level proof.",https://www.neighborhoodscout.com/ok/tulsa/demographics|https://www.neighborhoodscout.com/ok/tulsa/real-estate|https://www.neighborhoodscout.com/ok/tulsa/crime,Low,"NeighborhoodScout data was treated as area-level screening context only. If parcel/neighborhood-specific data is needed, manual review is required."
