input row count: 62
crime coverage count: 56
crime counts within 0.5 miles were not available from the chosen public source and remain Unknown.
{"parcel_id": "23175-03-30-13510", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "44650-92-04-12680", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "40800-02-13-06680", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "16250-92-05-00670", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "05400-02-25-04330", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "34425-02-25-22000", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "37225-93-16-14530", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "44250-02-12-15060", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "40875-02-13-11410", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "40925-92-26-01220", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "00575-93-06-00770", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "21875-03-17-04770", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "20625-92-04-05790", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "90318-03-18-02670", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
{"parcel_id": "24925-02-36-17470", "city_used_for_crime_proxy": "Tulsa", "crime_source": "NeighborhoodScout city-level crime page (low-confidence proxy)", "crime_data_date_range": "2021 city-level page", "crime_risk_score": 1.7, "crime_risk_level": "High", "crime_confidence": "Low", "crime_notes": "City-level proxy for Tulsa, not parcel-specific and not a 0.5-mile incident count. Official Tulsa parcel-level incident counts were not reliably queryable from the available public endpoints during this pipeline run. NeighborhoodScout reported violent-crime victimization odds of about 1 in 107. Property-crime victimization odds were about 1 in 22. The city page said Tulsa is safer than 2% of U.S. cities. City-level overall crime rate text reported 45.0 per 1,000 residents."}
